;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
4175;femenino;comercio;tienda;el salvador;2.0;9.0;2017-10-23;5000000.0;microempresarial
4176;femenino;comercio;tienda;manrique oriental;2.0;3.0;2018-04-03;7800000.0;microempresarial
4177;masculino;servicio;mantenimiento en;la milagrosa;3.0;9.0;2019-03-05;8000000.0;microempresarial
4178;femenino;servicio;peluqueria;moravia;2.0;4.0;2018-03-02;3000000.0;microempresarial
4179;femenino;servicio;publicidad y;robledo;2.0;7.0;2017-09-01;7377000.0;microempresarial
4180;femenino;comercio;cafeteria;manrique oriental;1.0;3.0;2018-05-07;3000000.0;microempresarial
4181;femenino;comercio;tienda;la floresta;2.0;12.0;2016-04-11;4136000.0;microempresarial
4182;femenino;industria;fabrica de calzado;robledo;2.0;7.0;2017-11-21;6000000.0;microempresarial
4183;femenino;servicio;variedades;barrio colombia;3.0;14.0;2017-02-23;7370000.0;microempresarial
4184;femenino;industria;fabrica de;manrique central no. 1;1.0;4.0;2017-06-16;63000000.0;microempresarial
4185;femenino;industria;fabrica de;buenos aires;2.0;9.0;2017-03-08;7000000.0;microempresarial
4186;masculino;comercio;variedades;santo domingo savio;2.0;1.0;2017-07-14;7000000.0;microempresarial
4187;femenino;comercio;legumbreria;picacho;1.0;6.0;2017-09-20;7377000.0;microempresarial
4188;femenino;industria;fabrica de arepas;campo valdes no. 1;3.0;4.0;2018-01-24;7300000.0;microempresarial
4189;masculino;comercio;tienda;robledo;1.0;7.0;2016-09-12;6894000.0;microempresarial
4190;masculino;comercio;tienda;campo valdes no. 1;2.0;4.0;2019-02-19;7800000.0;microempresarial
4191;femenino;comercio;legumbreria;girardot;3.0;5.0;2018-08-03;7800000.0;microempresarial
4192;femenino;industria;fabrica de muebles;altavista;2.0;16.0;2018-12-13;7800000.0;microempresarial
4193;masculino;servicio;mantenimiento en;buenos aires;3.0;9.0;2016-09-29;5000000.0;microempresarial
4194;femenino;servicio;comidas rapidas;manrique central no. 2;2.0;3.0;2016-08-22;3000000.0;microempresarial
4195;femenino;comercio;variedades;san javier no.1;1.0;13.0;2017-09-20;2000000.0;microempresarial
4196;femenino;servicio;publicidad y;el socorro;1.0;13.0;2018-12-28;6000000.0;microempresarial
4197;masculino;servicio;productos de belleza;alfonso lopez;2.0;5.0;2018-05-24;7000000.0;microempresarial
4198;femenino;servicio;peluqueria;belen;2.0;9.0;2017-05-26;60000000.0;microempresarial
4199;femenino;comercio;comidas rapidas;llanaditas;1.0;8.0;2017-03-23;5000000.0;microempresarial
4200;femenino;servicio;peluqueria;cabecera san antonio;2.0;;2018-07-16;7800000.0;microempresarial
4201;femenino;comercio;tienda;manrique central no. 2;3.0;3.0;2017-08-04;7000000.0;microempresarial
4202;femenino;industria;fabrica de;doce de octubre no.1;1.0;6.0;2017-05-10;5000000.0;microempresarial
4203;masculino;industria;bares;florencia;3.0;5.0;2018-02-28;19000000.0;empresarial ed.
4204;femenino;comercio;variedades;la floresta;3.0;12.0;2016-03-02;4500000.0;microempresarial
4205;masculino;servicio;barberia;san jose de la cima no.;1.0;3.0;2018-02-16;6200000.0;microempresarial
4206;femenino;servicio;restaurante;robledo;2.0;7.0;2019-04-25;6000000.0;microempresarial
4207;femenino;industria;fabrica de;san javier no.1;1.0;13.0;2017-05-04;7000000.0;microempresarial
4208;femenino;comercio;variedades;granizal;2.0;1.0;2018-09-10;1500000.0;microempresarial
4210;femenino;industria;fabrica de;jardin botanico;1.0;4.0;2018-05-31;5000000.0;microempresarial
4211;femenino;comercio;panaderia;bombona no. 1;3.0;10.0;2016-09-30;6800000.0;microempresarial
4212;masculino;comercio;tienda;santo domingo savio;1.0;1.0;2018-12-05;6000000.0;microempresarial
4214;masculino;servicio;taller de mecanica;cabecera san cristobal;2.0;;2019-05-22;8000000.0;microempresarial
4215;femenino;comercio;variedades;antonio nariño;3.0;13.0;2018-05-04;780000.0;microempresarial
4216;femenino;industria;fabrica de;belalcazar;2.0;5.0;2016-11-01;6890000.0;microempresarial
4217;femenino;agropecuaria;criadero de animales;manrique central no. 2;1.0;3.0;2018-07-19;7812000.0;microempresarial
4218;femenino;comercio;variedades;robledo;2.0;7.0;2017-03-29;3000000.0;microempresarial
4219;femenino;comercio;comidas rapidas;buenos aires;1.0;9.0;2019-05-24;8200000.0;microempresarial
4220;masculino;servicio;recreativo educativo;santa cruz;3.0;2.0;2018-02-14;7800000.0;microempresarial
4221;femenino;comercio;variedades;popular;2.0;1.0;2016-01-19;5000000.0;microempresarial
4222;femenino;servicio;peluqueria;el salvador;3.0;9.0;2018-06-15;7000000.0;microempresarial
4224;femenino;comercio;variedades;san javier no.1;3.0;13.0;2017-02-22;6890000.0;microempresarial
4225;femenino;industria;fabrica de;loreto;2.0;9.0;2018-05-02;3000000.0;microempresarial
4226;femenino;comercio;papeleria;castilla;3.0;5.0;2019-01-30;4000000.0;microempresarial
4227;femenino;comercio;fabrica de;bello horizonte;1.0;7.0;2017-02-23;4000000.0;microempresarial
4228;femenino;comercio;distribuidora de;aranjuez;3.0;4.0;2017-06-30;7300000.0;microempresarial
4229;femenino;comercio;cerrajeria;robledo;2.0;7.0;2017-09-18;5800000.0;microempresarial
4230;masculino;agropecuaria;criadero de animales;cabecera san cristobal;2.0;;2017-11-20;14000000.0;microempresarial
4231;masculino;industria;fabrica de;florencia;3.0;5.0;2017-09-13;4000000.0;microempresarial
4232;femenino;comercio;tienda;popular;1.0;9.0;2017-08-25;3150000.0;microempresarial
4233;femenino;industria;fabrica de;belen;2.0;16.0;2018-08-08;7800000.0;microempresarial
4234;femenino;comercio;variedades;manrique central no. 1;2.0;4.0;2017-11-07;7377000.0;microempresarial
4235;femenino;industria;fabrica de;robledo;1.0;7.0;2018-04-27;7000000.0;microempresarial
4236;masculino;servicio;organización y;belen;3.0;16.0;2016-07-14;68900000.0;microempresarial
4237;femenino;industria;carpinteria;aranjuez;2.0;4.0;2018-05-15;7800000.0;microempresarial
4239;femenino;industria;fabrica de;sucre;3.0;8.0;2018-07-12;5000000.0;microempresarial
4240;femenino;comercio;tienda naturista;campo valdes no. 1;3.0;4.0;2018-05-28;7800000.0;microempresarial
4241;masculino;comercio;tienda;lopez de mesa;3.0;7.0;2018-07-24;1500000.0;microempresarial
4242;masculino;comercio;tienda;guayabal;2.0;15.0;2018-09-05;7800000.0;microempresarial
4243;femenino;comercio;almacen de ropa en;boston;3.0;10.0;2017-08-15;7370000.0;microempresarial
4244;masculino;servicio;recreativo educativo;guayabal;3.0;15.0;2016-10-28;2000000.0;microempresarial
4245;femenino;comercio;almacen de ropa en;manrique oriental;2.0;3.0;2017-07-19;6000000.0;microempresarial
4246;masculino;servicio;peluqueria;san pablo;2.0;1.0;2018-01-12;7800000.0;microempresarial
4247;masculino;servicio;taller de electronica;lopez de mesa;3.0;7.0;2018-11-16;3000000.0;microempresarial
4248;femenino;servicio;lavanderia;cabecera san cristobal;1.0;;2017-03-07;4000000.0;microempresarial
4249;femenino;comercio;fabrica de helados;santo domingo savio;2.0;1.0;2017-03-07;7377000.0;microempresarial
4250;femenino;comercio;comidas rapidas;santander;2.0;6.0;2018-10-30;7800000.0;microempresarial
4251;femenino;comercio;variedades;san javier no.1;3.0;13.0;2016-07-05;6000000.0;microempresarial
4252;femenino;industria;fabrica de;belen;3.0;16.0;2018-09-03;5500000.0;microempresarial
4253;masculino;industria;fabrica de calzado;granizal;3.0;1.0;2017-04-07;5000000.0;microempresarial
4254;femenino;comercio;variedades;la floresta;3.0;12.0;2016-10-11;6890000.0;microempresarial
4255;femenino;servicio;fumigacion;enciso;1.0;8.0;2016-11-28;6890000.0;microempresarial
4256;masculino;comercio;fabrica de muebles;robledo;2.0;7.0;2017-09-20;7370000.0;microempresarial
4258;femenino;comercio;gimnasio;popular;2.0;1.0;2017-04-18;2000000.0;microempresarial
4259;femenino;industria;fabrica de;aures no. 2;2.0;7.0;2017-05-22;1500000.0;microempresarial
4260;masculino;servicio;peluqueria;belen;2.0;16.0;2017-02-27;5000000.0;microempresarial
4262;masculino;comercio;comidas rapidas;san javier no.1;2.0;13.0;2016-01-20;6800000.0;microempresarial
4263;femenino;comercio;productos de belleza;picachito;1.0;6.0;2019-03-18;8200000.0;microempresarial
4264;femenino;comercio;taller de mecanica;picacho;1.0;6.0;2017-03-29;6000000.0;microempresarial
4265;femenino;industria;fabrica de;campo valdes no. 1;3.0;4.0;2016-04-11;6600000.0;microempresarial
4266;masculino;servicio;mantenimiento en;enciso;1.0;8.0;2018-12-13;5000000.0;microempresarial
4267;masculino;industria;fabrica de;manrique central no. 2;3.0;3.0;2017-11-03;5000000.0;microempresarial
4268;femenino;comercio;peluqueria;robledo;2.0;7.0;2017-05-11;7377000.0;microempresarial
4269;femenino;servicio;variedades;andalucia;2.0;2.0;2017-04-20;6000000.0;microempresarial
4270;femenino;servicio;productos de belleza;trinidad;3.0;15.0;2017-11-21;27000000.0;empresarial ed.
4271;masculino;comercio;reciclaje;san javier no.1;1.0;13.0;2018-10-31;7800000.0;microempresarial
4272;masculino;servicio;cafe e internet;aguas frias;1.0;;2017-08-30;7.0;microempresarial
4273;femenino;comercio;tienda;manrique oriental;2.0;3.0;2016-10-14;6890000.0;microempresarial
4274;femenino;comercio;variedades;robledo;2.0;7.0;2017-03-28;7377000.0;microempresarial
4275;masculino;comercio;tienda;villatina;1.0;9.0;2018-05-28;7800000.0;microempresarial
4276;femenino;servicio;criadero de animales;castilla;3.0;5.0;2018-10-25;7800000.0;microempresarial
4277;femenino;comercio;variedades;robledo;2.0;7.0;2018-10-11;4000000.0;microempresarial
4278;femenino;comercio;ferreteria;buenos aires;2.0;9.0;2016-07-07;6800000.0;microempresarial
4279;femenino;servicio;peluqueria;robledo;2.0;7.0;2017-12-19;6000000.0;microempresarial
4280;masculino;industria;taller de electronica;buenos aires;2.0;9.0;2018-02-14;7000000.0;microempresarial
4281;femenino;comercio;tienda;santa cruz;2.0;2.0;2018-05-10;7800000.0;microempresarial
4282;femenino;industria;fabrica de;cabecera san cristobal;3.0;;2017-08-22;7370000.0;microempresarial
4283;femenino;industria;fabrica de;san javier no.1;2.0;13.0;2018-02-23;7800000.0;microempresarial
4284;masculino;servicio;tienda;popular;1.0;1.0;2016-10-14;2000000.0;microempresarial
4285;femenino;comercio;comidas rapidas;belencito;1.0;13.0;2018-08-10;7800000.0;microempresarial
4286;masculino;comercio;fabrica de alimentos;enciso;2.0;8.0;2018-02-06;7800000.0;microempresarial
4287;femenino;comercio;tienda;versalles no. 2;1.0;3.0;2018-06-20;2000000.0;microempresarial
4290;masculino;comercio;variedades;manrique central no. 1;2.0;4.0;2018-05-04;7800000.0;microempresarial
4291;femenino;servicio;peluqueria;bombona no. 1;3.0;10.0;2018-10-18;7000000.0;microempresarial
4292;masculino;comercio;comidas rapidas;san javier no.1;1.0;13.0;2017-09-22;6000000.0;microempresarial
4293;femenino;industria;fabrica de calzado;barrio caicedo;2.0;9.0;2016-04-07;6700000.0;microempresarial
4294;femenino;comercio;fabrica de;popular;1.0;1.0;2017-05-05;7000000.0;microempresarial
4295;femenino;servicio;mantenimiento en;doce de octubre no.1;1.0;6.0;2017-10-19;7377000.0;microempresarial
4296;femenino;comercio;almacen de ropa en;caribe;3.0;5.0;2019-02-27;8281000.0;microempresarial
4297;masculino;comercio;variedades;manrique oriental;2.0;3.0;2017-12-05;7300000.0;microempresarial
4298;femenino;comercio;peluqueria;aranjuez;2.0;4.0;2018-07-09;5000000.0;microempresarial
4299;masculino;comercio;venta de calzado;villa nueva;3.0;10.0;2016-09-23;689000.0;microempresarial
4300;masculino;comercio;charcuteria;campo valdes no. 1;3.0;4.0;2016-11-16;6890000.0;microempresarial
4301;masculino;servicio;barberia;doce de octubre no.1;2.0;6.0;2016-10-18;4500000.0;microempresarial
4302;femenino;agropecuaria;marroquineria;manrique oriental;2.0;3.0;2017-01-24;6000000.0;microempresarial
4303;femenino;comercio;comidas rapidas;manrique central no. 1;2.0;4.0;2018-08-17;6000000.0;microempresarial
4304;masculino;comercio;taller de electronica;campo valdes no. 1;3.0;4.0;2017-02-16;7377000.0;microempresarial
4305;femenino;industria;fabrica de;santa cruz;2.0;2.0;2016-02-18;6000000.0;microempresarial
4306;masculino;comercio;variedades;aranjuez;3.0;4.0;2016-12-14;6890000.0;microempresarial
4307;femenino;comercio;comidas rapidas;robledo;2.0;7.0;2018-05-25;6000000.0;microempresarial
4308;femenino;comercio;tienda de helados;trinidad;2.0;15.0;2018-04-04;6000000.0;microempresarial
4309;femenino;comercio;tienda;altavista;2.0;16.0;2018-06-22;4000000.0;microempresarial
4310;femenino;comercio;miscelanea;doce de octubre no.1;2.0;6.0;2017-08-29;5000000.0;microempresarial
4311;femenino;industria;fabrica de;la milagrosa;3.0;9.0;2016-11-23;4500000.0;microempresarial
4312;femenino;comercio;comidas rapidas;villa niza;2.0;2.0;2018-08-14;5000000.0;microempresarial
4313;femenino;comercio;tienda;doce de octubre no.1;2.0;6.0;2016-09-29;5000000.0;microempresarial
4314;femenino;comercio;variedades;manrique central no. 2;3.0;3.0;2018-06-15;1500000.0;microempresarial
4315;masculino;servicio;variedades;castilla;3.0;5.0;2016-12-02;6890000.0;microempresarial
4316;masculino;comercio;restaurante;francisco antonio zea;2.0;5.0;2017-08-22;28000000.0;empresarial ed.
4317;femenino;servicio;cafe e internet;robledo;1.0;7.0;2018-02-20;4000000.0;microempresarial
4318;femenino;comercio;papeleria;manrique oriental;2.0;3.0;2018-10-31;5000000.0;microempresarial
4319;masculino;comercio;drogueria;santo domingo savio;1.0;1.0;2016-07-07;6000000.0;microempresarial
4320;femenino;industria;fabrica de calzado;las palmas;3.0;10.0;2019-01-09;8200000.0;microempresarial
4321;femenino;industria;fabrica de;manrique oriental;3.0;3.0;2017-06-06;5000000.0;microempresarial
4322;masculino;servicio;lavanderia;villa niza;2.0;2.0;2017-11-23;7300000.0;microempresarial
4323;masculino;comercio;comidas rapidas;belen;3.0;16.0;2017-05-15;7300000.0;microempresarial
4324;femenino;industria;fabrica de;buenos aires;3.0;9.0;2016-09-02;6890000.0;microempresarial
4325;femenino;comercio;tienda;buenos aires;2.0;9.0;2017-12-11;4400000.0;microempresarial
4327;femenino;comercio;restaurante;enciso;1.0;8.0;2018-05-07;1500000.0;microempresarial
4328;femenino;agropecuaria;criadero de animales;la pradera;1.0;13.0;2016-10-11;4000000.0;microempresarial
4329;masculino;servicio;mantenimiento en;belen;3.0;16.0;2018-09-10;7800000.0;microempresarial
4330;masculino;servicio;publicidad y;toscana;3.0;5.0;2017-06-08;7377000.0;microempresarial
4331;femenino;comercio;restaurante;barrio caicedo;1.0;9.0;2018-10-25;7800000.0;microempresarial
4332;masculino;comercio;tienda;yarumalito;2.0;;2017-09-29;6000000.0;microempresarial
4333;masculino;comercio;variedades;manrique central no. 1;2.0;4.0;2018-04-27;2300000.0;microempresarial
4334;femenino;comercio;venta de;kennedy;2.0;8.0;2016-04-21;6890000.0;microempresarial
4335;femenino;industria;fabrica de;florencia;3.0;5.0;2017-05-10;5000000.0;microempresarial
4336;masculino;comercio;variedades;kennedy;2.0;6.0;2016-11-17;6800000.0;microempresarial
4337;masculino;servicio;cafe e internet;enciso;2.0;8.0;2016-07-01;4500000.0;microempresarial
4338;femenino;comercio;comidas rapidas;robledo;2.0;7.0;2018-07-12;2300000.0;microempresarial
4339;masculino;industria;fabrica de;villa hermosa;3.0;8.0;2017-03-30;7377000.0;microempresarial
4340;femenino;comercio;variedades;buenos aires;3.0;9.0;2016-10-19;5000000.0;microempresarial
4341;femenino;industria;fabrica de;pedregal;3.0;6.0;2018-11-20;5000000.0;microempresarial
4342;femenino;comercio;variedades;prado;3.0;10.0;2019-04-01;5000000.0;microempresarial
4343;masculino;comercio;comidas rapidas;aranjuez;2.0;4.0;2017-03-03;4000000.0;microempresarial
4344;femenino;comercio;variedades;san javier no.1;2.0;13.0;2017-01-13;6890000.0;microempresarial
4345;masculino;comercio;variedades;cabecera san cristobal;1.0;;2018-04-25;7800000.0;microempresarial
4346;masculino;comercio;variedades;villa del socorro;2.0;2.0;2018-08-14;7800000.0;microempresarial
4347;femenino;industria;fabrica de;villa del socorro;2.0;2.0;2018-07-24;7800000.0;microempresarial
4348;femenino;industria;fabrica de;20 de julio;1.0;13.0;2018-02-13;7800000.0;microempresarial
4349;femenino;comercio;drogueria;moravia;2.0;4.0;2017-03-21;7300000.0;microempresarial
4350;masculino;comercio;tienda;buenos aires;2.0;9.0;2018-05-03;1700000.0;microempresarial
4351;masculino;comercio;ferreteria;buenos aires;3.0;9.0;2016-10-28;4000000.0;microempresarial
4352;femenino;comercio;tienda;barrio caicedo;1.0;9.0;2017-09-11;2000000.0;microempresarial
4353;femenino;industria;fabrica de;el salvador;3.0;9.0;2019-01-21;4000000.0;microempresarial
4355;masculino;servicio;tienda naturista;pablo vi;2.0;2.0;2017-04-06;5000000.0;microempresarial
4356;masculino;industria;fabrica de;20 de julio;1.0;13.0;2018-10-24;7800000.0;microempresarial
4357;femenino;industria;fabrica de;popular;1.0;1.0;2018-10-18;7800000.0;microempresarial
4358;femenino;servicio;comidas rapidas;santo domingo savio;1.0;1.0;2017-08-25;7300000.0;microempresarial
4359;femenino;agropecuaria;sembrados;santa elena central;2.0;;2016-03-11;6500000.0;microempresarial
4360;femenino;comercio;variedades;blanquizal;1.0;13.0;2018-07-25;3000000.0;microempresarial
4361;femenino;industria;fabrica de;manrique central no. 1;2.0;4.0;2016-09-28;6000000.0;microempresarial
4362;femenino;industria;fabrica de;manrique central no. 1;2.0;4.0;2017-06-09;7300000.0;microempresarial
4363;femenino;comercio;comidas rapidas;el salvador;2.0;9.0;2017-09-22;7377000.0;microempresarial
4364;femenino;industria;fabrica de;manrique central no. 2;1.0;3.0;2018-11-21;7000000.0;microempresarial
4365;femenino;industria;fabrica de;prado;3.0;10.0;2018-02-23;3000000.0;microempresarial
4366;masculino;comercio;variedades;santo domingo savio;1.0;1.0;2018-04-04;1500000.0;microempresarial
4367;femenino;comercio;comidas rapidas;belen;2.0;16.0;2018-04-19;2000000.0;microempresarial
4368;femenino;comercio;comidas rapidas;altavista;2.0;16.0;2018-06-22;7500000.0;microempresarial
4369;femenino;comercio;almacen de ropa en;castilla;3.0;5.0;2017-12-13;7370000.0;microempresarial
4371;femenino;comercio;variedades;enciso;2.0;8.0;2018-04-17;5000000.0;microempresarial
4372;femenino;comercio;variedades;la milagrosa;2.0;9.0;2016-08-10;4000000.0;microempresarial
4373;masculino;comercio;fabrica de helados;pedregal;3.0;6.0;2018-04-12;7200000.0;microempresarial
4374;masculino;industria;tienda;campo valdes no. 1;3.0;4.0;2018-05-09;7800000.0;microempresarial
4375;masculino;servicio;hoteles moteles;la pradera;3.0;13.0;2017-05-04;7300000.0;microempresarial
4376;femenino;industria;fabrica de;miranda;2.0;4.0;2016-04-21;6800000.0;microempresarial
4377;masculino;comercio;venta de calzado;manrique central no. 2;2.0;3.0;2018-05-30;7800000.0;microempresarial
4378;femenino;servicio;peluqueria;belen;3.0;16.0;2018-08-29;7800000.0;microempresarial
4379;masculino;servicio;tienda;buenos aires;3.0;9.0;2017-06-06;7300000.0;microempresarial
4380;femenino;comercio;venta de calzado;manrique central no. 1;2.0;4.0;2018-09-04;3000000.0;microempresarial
4381;femenino;comercio;almacen de ropa en;popular;2.0;1.0;2017-07-13;4000000.0;microempresarial
4382;femenino;comercio;tienda;santo domingo savio;2.0;1.0;2018-01-03;5000000.0;microempresarial
4383;masculino;agropecuaria;sembrados;santa elena central;2.0;;2018-05-09;7800000.0;microempresarial
4384;femenino;comercio;almacen de ropa en;manrique central no. 1;1.0;4.0;2018-02-07;6000000.0;microempresarial
4385;femenino;industria;fabrica de;buenos aires;3.0;9.0;2018-02-20;7000000.0;microempresarial
4386;femenino;comercio;mantenimiento en;santo domingo savio;1.0;1.0;2017-10-17;5000000.0;microempresarial
4387;femenino;industria;fabrica de;san javier no.1;2.0;13.0;2016-12-02;4000000.0;microempresarial
4388;femenino;agropecuaria;criadero de animales;cabecera san cristobal;2.0;;2017-04-25;14000000.0;microempresarial
4389;femenino;servicio;comidas rapidas;santa cruz;2.0;2.0;2017-05-11;7000000.0;microempresarial
4390;masculino;servicio;barberia;aranjuez;2.0;4.0;2018-07-12;4500000.0;microempresarial
4391;femenino;industria;fabrica de;manrique oriental;2.0;4.0;2019-02-15;8200000.0;microempresarial
4392;masculino;comercio;tienda;santa cruz;2.0;2.0;2019-03-14;6000000.0;microempresarial
4393;femenino;comercio;variedades;barrio caicedo;2.0;9.0;2018-11-13;6000000.0;microempresarial
4394;femenino;industria;fabrica de alimentos;calasanz;2.0;12.0;2018-10-30;6000000.0;microempresarial
4395;femenino;industria;fabrica de;la floresta;3.0;12.0;2018-05-22;7000000.0;microempresarial
4396;femenino;industria;fabrica de;manrique central no. 1;2.0;4.0;2018-02-16;7800000.0;microempresarial
4397;femenino;comercio;tienda;manrique central no. 1;2.0;4.0;2018-09-24;5000000.0;microempresarial
4399;femenino;comercio;variedades;manrique central no. 1;2.0;4.0;2017-02-01;7300000.0;microempresarial
4400;femenino;comercio;montallantas;manrique central no. 1;3.0;4.0;2018-04-27;1000000.0;microempresarial
4401;femenino;comercio;tienda;manrique central no. 2;3.0;3.0;2019-05-08;8000000.0;microempresarial
4402;femenino;servicio;peluqueria;castilla;3.0;5.0;2018-10-25;7000000.0;microempresarial
4403;femenino;comercio;fabrica de;robledo;3.0;7.0;2016-11-15;6894000.0;microempresarial
4405;masculino;comercio;mantenimiento en;santo domingo savio;2.0;1.0;2017-01-25;5000000.0;microempresarial
4406;femenino;comercio;variedades;castilla;3.0;5.0;2018-11-26;7800000.0;microempresarial
4407;masculino;servicio;tienda;girardot;3.0;5.0;2018-04-04;1100000.0;microempresarial
4408;femenino;comercio;comidas rapidas;calasanz;1.0;12.0;2018-10-25;2000000.0;microempresarial
4409;femenino;comercio;tienda;tricentenario;3.0;5.0;2016-06-08;6000000.0;microempresarial
4410;masculino;comercio;joyeria;kennedy;2.0;6.0;2016-10-19;3000000.0;microempresarial
4411;femenino;comercio;variedades;enciso;2.0;8.0;2018-02-13;4000000.0;microempresarial
4412;femenino;comercio;tienda;blanquizal;1.0;13.0;2019-01-24;5000000.0;microempresarial
4413;femenino;comercio;variedades;tricentenario;1.0;5.0;2018-04-26;4100000.0;microempresarial
4415;masculino;agropecuaria;sembrados;cabecera san cristobal;2.0;;2018-08-22;19000000.0;agropecuaria
4416;femenino;comercio;variedades;pedregal;3.0;6.0;2018-03-08;7000000.0;microempresarial
4417;femenino;comercio;variedades;moravia;2.0;4.0;2018-11-01;3000000.0;microempresarial
4418;femenino;comercio;tienda;san javier no.1;2.0;13.0;2019-03-05;5000000.0;microempresarial
4419;femenino;servicio;cafeteria;playon de los;2.0;2.0;2018-01-03;5000000.0;microempresarial
4420;masculino;comercio;variedades;doce de octubre no.1;2.0;6.0;2017-12-12;6000000.0;microempresarial
4421;masculino;comercio;miscelanea;castilla;3.0;5.0;2016-10-25;3000000.0;microempresarial
4422;femenino;industria;fabrica de;belen;1.0;16.0;2019-06-13;4000000.0;microempresarial
4423;femenino;comercio;tienda;manrique central no. 1;3.0;4.0;2017-08-29;5000000.0;microempresarial
4424;femenino;servicio;peluqueria;palenque;2.0;7.0;2018-09-24;7000000.0;microempresarial
4425;femenino;comercio;variedades;buenos aires;3.0;9.0;2018-09-20;4600000.0;microempresarial
4426;femenino;comercio;tienda;villatina;1.0;8.0;2019-05-27;7500000.0;microempresarial
4427;masculino;agropecuaria;variedades;buenos aires;2.0;9.0;2018-04-19;7800000.0;microempresarial
4428;femenino;servicio;peluqueria;llanaditas;2.0;8.0;2017-09-01;4400000.0;microempresarial
4429;masculino;industria;fabrica de;santo domingo savio;1.0;1.0;2018-05-29;7800000.0;microempresarial
4431;masculino;comercio;tienda;buenos aires;3.0;9.0;2018-05-25;4000000.0;microempresarial
4432;femenino;comercio;drogueria;buenos aires;3.0;9.0;2018-10-24;7800000.0;microempresarial
4433;femenino;comercio;tienda;andalucia;2.0;2.0;2018-03-13;6000000.0;microempresarial
4435;femenino;industria;fabrica de;picacho;1.0;6.0;2017-06-12;7000000.0;microempresarial
4436;masculino;comercio;almacen de ropa en;aranjuez;1.0;4.0;2017-02-06;7370000.0;microempresarial
4438;femenino;comercio;restaurante;la sierra;1.0;8.0;2017-10-18;2500000.0;microempresarial
4439;masculino;industria;fabrica de;barrio caicedo;2.0;9.0;2016-07-11;5500000.0;microempresarial
4440;femenino;comercio;tienda de helados;robledo;3.0;7.0;2018-07-18;7800000.0;microempresarial
4441;masculino;comercio;variedades;francisco antonio zea;3.0;5.0;2018-05-17;7000000.0;microempresarial
4442;femenino;comercio;tienda;barrio caicedo;1.0;9.0;2017-08-24;7000000.0;microempresarial
4443;femenino;comercio;taller de mecanica;robledo;2.0;7.0;2017-12-14;5000000.0;microempresarial
4444;masculino;comercio;variedades;castilla;2.0;5.0;2017-04-17;7377000.0;microempresarial
4445;femenino;industria;fabrica de;manrique central no. 1;2.0;4.0;2018-02-06;7300000.0;microempresarial
4446;masculino;comercio;comidas rapidas;castilla;2.0;5.0;2018-12-21;4000000.0;microempresarial
4447;femenino;industria;fabrica de;campo valdes no. 1;3.0;4.0;2017-06-15;7000000.0;microempresarial
4448;femenino;comercio;variedades;campo valdes no. 2;3.0;3.0;2018-09-20;7800000.0;microempresarial
4449;masculino;comercio;variedades;buenos aires;3.0;9.0;2016-10-11;3000000.0;microempresarial
4450;femenino;comercio;cerrajeria;pedregal;1.0;6.0;2018-07-05;4000000.0;microempresarial
4451;femenino;comercio;legumbreria;robledo;1.0;7.0;2017-11-09;4000000.0;microempresarial
4452;femenino;comercio;panaderia;cabecera san cristobal;3.0;;2018-09-24;6000000.0;microempresarial
4453;masculino;servicio;restaurante;manrique central no. 1;2.0;4.0;2017-08-11;7000000.0;microempresarial
4454;femenino;comercio;comidas rapidas;robledo;2.0;7.0;2018-10-29;7800000.0;microempresarial
4455;femenino;comercio;tienda;cabecera san antonio;2.0;;2019-06-10;8200000.0;microempresarial
4456;femenino;servicio;peluqueria;santa elena central;1.0;;2019-05-31;8200000.0;microempresarial
4457;masculino;comercio;variedades;la floresta;3.0;12.0;2016-05-02;6890000.0;microempresarial
4458;masculino;comercio;restaurante;robledo;2.0;7.0;2016-10-07;4000000.0;microempresarial
4459;femenino;comercio;distribuidora de;san javier no.1;2.0;13.0;2016-12-22;5000000.0;microempresarial
4460;femenino;comercio;restaurante;castilla;3.0;5.0;2019-03-07;8200000.0;microempresarial
4461;masculino;servicio;recreativo educativo;popular;2.0;1.0;2017-10-24;7300000.0;microempresarial
4462;femenino;comercio;almacen de ropa en;manrique central no. 2;2.0;3.0;2016-11-23;6890000.0;microempresarial
4464;masculino;industria;taller de electronica;campo valdes no. 1;3.0;4.0;2017-06-27;6000000.0;microempresarial
4465;masculino;servicio;tienda;alfonso lopez;3.0;5.0;2019-02-27;6500000.0;microempresarial
4466;masculino;comercio;comidas rapidas;san jose de la cima no.;2.0;3.0;2018-04-04;5000000.0;microempresarial
4467;masculino;servicio;barberia;girardot;3.0;5.0;2016-05-10;6800000.0;microempresarial
4469;masculino;comercio;variedades;santa cruz;2.0;2.0;2017-09-27;7000000.0;microempresarial
4470;masculino;comercio;restaurante;castilla;3.0;5.0;2017-04-28;7377000.0;microempresarial
4471;femenino;comercio;comidas rapidas;popular;2.0;1.0;2018-09-21;800000.0;microempresarial
4472;femenino;comercio;papeleria;belen;3.0;16.0;2018-07-11;5500000.0;microempresarial
4473;femenino;comercio;charcuteria;manrique central no. 2;2.0;3.0;2016-11-25;6890000.0;microempresarial
